City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,manokwari,-0.8667,134.0833,301.23,73,49,1.52,ID,1698648442
284,dhalie,13.6957,44.7314,294.56,65,100,3.06,YE,1698648442
285,ulety,51.3572,112.4849,271.96,28,100,3.32,RU,1698648443
286,malampaka,-3.1333,33.5333,300.24,42,16,2.53,TZ,1698648443
287,howrah,22.5892,88.3103,304.15,51,40,2.57,IN,1698648351
288,guarapuava,-25.3953,-51.4581,289.56,99,60,1.49,BR,1698648444
289,bamboo flat,11.7,92.7167,304.2,70,40,3.6,IN,1698648445
290,pangoa,-12.1167,-73.0,293.8,100,100,0.71,PE,1698648445
291,macau,22.2006,113.5461,304.18,69,40,5.14,MO,1698648445
292,kone,-21.0595,164.8658,294.41,61,9,3.05,NC,1698648446
293,ancud,-41.8697,-73.8203,279.73,80,96,6.45,CL,1698648446
294,hasaki,35.7333,140.8333,292.37,55,0,6.69,JP,1698648446
295,basco,20.4487,121.9702,299.98,75,10,8.34,PH,1698648447
296,camocim,-2.9022,-40.8411,298.33,80,88,5.96,BR,1698648447
297,grantsville,40.5999,-112.4644,272.99,57,0,2.68,US,1698648447
298,lugoff,34.2274,-80.6892,292.11,95,0,0.0,US,1698648383
299,chaves,33.3834,-104.4505,276.38,48,100,8.23,US,1698648448
300,colonia,50.9333,6.95,286.25,84,20,4.12,DE,1698648153
301,yurty,56.0498,97.6348,271.01,38,0,1.25,RU,1698648448
302,tazovsky,67.4667,78.7,258.94,88,13,0.67,RU,1698648448
303,wellington,-41.2866,174.7756,288.96,80,40,5.66,NZ,1698648364
304,gaigeturi,33.4644,126.3183,294.18,64,0,3.6,KR,1698648449
305,gorom-gorom,14.4439,-0.2361,303.01,20,41,2.76,BF,1698648449
306,alaghsas,17.0187,8.0168,298.09,15,2,3.09,NE,1698648449
307,margate,51.3813,1.3862,287.54,90,99,0.89,GB,1698648215
308,lagos,6.5833,3.75,299.33,90,100,0.58,NG,1698648027
309,merritt island,28.5392,-80.672,298.2,87,20,0.0,US,1698648450
310,richards bay,-28.783,32.0377,290.71,56,96,7.21,ZA,1698648450
311,kanniyakumari,8.0833,77.5667,301.26,72,100,5.67,IN,1698648450
312,brisas de zicatela,15.8369,-97.0419,298.74,88,20,1.88,MX,1698648451
313,sidi khaled,34.387,4.9879,293.18,33,99,0.81,DZ,1698648451
314,amal,59.051,12.7049,274.87,98,100,8.94,SE,1698648451
315,saint-philippe,-21.3585,55.7679,302.92,80,42,6.09,RE,1698648451
316,antofagasta,-23.65,-70.4,288.75,83,37,2.31,CL,1698648452
317,quarai,-30.3875,-56.4514,293.6,90,93,6.0,BR,1698648452
318,vaskelovo,60.3693,30.3534,272.82,93,90,2.7,RU,1698648452
319,kununurra,-15.7667,128.7333,310.14,34,96,5.66,AU,1698648378
320,whangarei,-35.7317,174.3239,289.25,98,100,5.43,NZ,1698648452
321,chernomorskoye,45.5039,32.6997,290.39,61,6,3.68,UA,1698648453
322,kawalu,-7.3817,108.2082,305.21,44,76,4.03,ID,1698648453
323,nar'yan-mar,67.6713,53.087,265.99,93,100,6.26,RU,1698648453
324,santa cruz,-17.8,-63.1667,297.85,88,75,8.23,BO,1698648454
325,sydney mines,46.2367,-60.2177,278.15,84,75,3.09,CA,1698648370
326,lauro de freitas,-12.8944,-38.3272,298.16,78,40,4.12,BR,1698648454
327,vadso,70.0744,29.7487,266.24,93,20,5.66,NO,1698648406
328,khash,28.2211,61.2158,297.4,26,6,0.63,IR,1698648454
329,burang,30.25,81.1667,279.3,31,20,2.79,CN,1698648455
330,son la,21.3167,103.9,298.11,66,62,1.6,VN,1698648455
331,saint-paul-les-dax,43.7272,-1.0516,288.91,96,100,2.06,FR,1698648455
332,fort bragg,35.139,-79.006,292.0,90,0,2.57,US,1698648455
333,antsiranana,-12.2787,49.2917,303.06,58,34,8.39,MG,1698648456
334,ujae,8.9322,165.7642,301.65,80,100,7.74,MH,1698648456
335,vila franca do campo,37.7167,-25.4333,287.38,99,100,0.89,PT,1698648456
336,paradip garh,20.3167,86.6167,301.99,51,0,4.22,IN,1698648456
337,paredon,16.0333,-93.8667,298.77,80,100,2.74,MX,1698648457
338,qarazhal,48.0078,70.7903,287.25,61,99,9.21,KZ,1698648457
339,svetlyy,54.675,20.1347,284.24,86,100,7.93,RU,1698648457
340,guerrero negro,27.9769,-114.0611,292.52,52,0,2.12,MX,1698648159
341,songkhla,6.8333,100.6667,305.18,77,94,3.47,TH,1698648457
342,luganville,-15.5333,167.1667,298.88,82,72,3.54,VU,1698648458
343,sur,22.5667,59.5289,302.83,53,5,4.01,OM,1698648458
344,jabor,5.921,169.6434,302.05,74,100,4.63,MH,1698648458
345,myrina,39.8797,25.0742,291.73,94,20,4.12,GR,1698648458
346,as sulayyil,20.4607,45.5779,298.29,25,72,5.51,SA,1698648458
347,banamba,13.55,-7.45,299.71,50,100,1.91,ML,1698648458
348,itacare,-14.2775,-38.9967,296.2,74,100,1.58,BR,1698648459
349,kudat,6.8837,116.8477,304.11,74,20,5.36,MY,1698648459
350,arno,60.1167,18.6333,276.36,81,100,6.01,SE,1698648459
351,camacupa,-12.0167,17.4833,296.88,55,100,1.47,AO,1698648459
352,fallon,39.4735,-118.7774,269.08,54,0,0.0,US,1698648459
353,poltavka,54.3663,71.7632,272.05,95,100,5.16,RU,1698648460
354,kariba,-16.5167,28.8,299.24,59,100,2.52,ZW,1698648460
355,masuguru,-11.3667,38.4167,301.6,61,100,1.58,TZ,1698648460
356,obock,12.25,43.0833,298.81,54,98,7.69,DJ,1698648460
357,kaohsiung,22.6163,120.3133,303.12,62,75,5.14,TW,1698648460
358,san jose de jachal,-30.2406,-68.7469,289.35,19,64,1.74,AR,1698648461
359,shantobe,52.4581,68.1839,278.05,95,100,6.81,KZ,1698648461
360,harstad,68.799,16.5293,272.68,95,94,2.24,NO,1698648461
361,nouadhibou,20.931,-17.0347,292.14,94,40,4.12,MR,1698648461
362,peace river,56.2501,-117.286,268.32,86,75,0.0,CA,1698648410
363,canton,23.1167,113.25,304.19,49,95,3.08,CN,1698648461
364,arraial do cabo,-22.9661,-42.0278,296.44,95,100,4.38,BR,1698648461
365,bikenibeu village,1.3673,173.1241,303.13,74,40,2.06,KI,1698648462
366,n'zeto,-7.2312,12.8666,299.64,80,53,2.51,AO,1698648462
367,thunder bay,48.4001,-89.3168,269.14,80,40,3.6,CA,1698648444
368,ulsteinvik,62.3432,5.8487,276.35,56,1,4.02,NO,1698648462
369,marquette,46.5333,-87.6335,271.35,80,99,1.79,US,1698648462
370,kirksville,40.1948,-92.5833,272.12,72,0,4.12,US,1698648462
371,papao,-17.75,-149.55,298.97,82,11,9.51,PF,1698648463
372,cururupu,-1.8283,-44.8683,297.17,89,33,1.82,BR,1698648200
373,severo-yeniseyskiy,60.3725,93.0408,260.69,85,100,0.89,RU,1698648437
374,ad darbasiyah,37.0728,40.652,299.37,31,0,2.57,SY,1698648463
375,pariaman,-0.619,100.12,300.18,78,62,2.94,ID,1698648463
376,monrovia,6.3005,-10.7969,297.02,86,18,0.72,LR,1698648353
377,ulladulla,-35.35,150.4667,299.69,31,100,4.8,AU,1698648464
378,portland,45.5234,-122.6762,282.14,56,0,5.36,US,1698648211
379,colchani,-20.3,-66.9333,276.4,22,73,3.02,BO,1698648464
380,dryden,49.7833,-92.7503,267.31,86,100,4.63,CA,1698648464
381,segezha,63.7415,34.3222,268.76,87,50,3.99,RU,1698648464
382,aktau,43.65,51.2,287.47,67,100,5.4,KZ,1698648367
383,morehead city,34.7229,-76.726,295.15,87,0,4.12,US,1698648465
384,aldinga beach,-35.2793,138.4604,291.63,62,3,9.63,AU,1698648465
385,grande prairie,55.1667,-118.8027,269.25,86,75,0.0,CA,1698648465
386,el charco,2.4769,-78.1105,296.99,96,94,0.86,CO,1698648465
387,diglur,18.55,77.6,302.34,39,3,2.68,IN,1698648466
388,metlaoui,34.3208,8.4016,292.75,38,93,2.39,TN,1698648466
389,las tablas,7.7667,-80.2833,297.9,88,100,2.34,PA,1698648466
390,nema,57.5067,50.5011,272.2,90,100,4.21,RU,1698648466
391,trujillo,-8.116,-79.03,290.13,100,100,4.12,PE,1698648466
392,westerland,54.9079,8.3033,284.16,87,75,10.29,DE,1698648466
393,la paz,-16.5,-68.15,282.36,36,40,1.79,BO,1698648467
394,san rafael del yuma,18.4299,-68.6739,300.91,90,100,1.78,DO,1698648467
395,zarautz,43.2844,-2.1699,289.97,78,100,4.51,ES,1698648467
396,alto araguaia,-17.3147,-53.2153,296.13,75,4,1.07,BR,1698648467
397,ipora,-16.4419,-51.1178,297.13,71,83,1.38,BR,1698648423
398,las lomitas,-24.7096,-60.593,296.01,93,100,1.9,AR,1698648467
399,sinabang,2.4803,96.3801,300.89,77,100,2.23,ID,1698648468
400,cockburn town,21.4612,-71.1419,301.51,78,37,4.08,TC,1698648433
401,sanya,18.2431,109.505,302.24,65,0,3.0,CN,1698648468
402,st. john's,47.5649,-52.7093,277.12,62,75,13.38,CA,1698648464
403,shubarshi,48.5872,57.1869,280.52,69,100,7.75,KZ,1698648468
404,akjoujt,19.6969,-14.4164,297.39,25,0,1.73,MR,1698648468
405,barcelona,41.3888,2.159,291.11,85,20,3.6,ES,1698648469
406,zinder,13.8072,8.9881,297.13,29,0,3.09,NE,1698648469
407,palopo,-2.9996,120.1921,303.64,58,9,2.77,ID,1698648469
408,nadi,-17.8,177.4167,301.15,78,40,3.6,FJ,1698648469
409,lautoka,-17.6167,177.4667,301.07,78,40,3.6,FJ,1698648469
410,mahdia,35.5047,11.0622,297.12,81,75,5.03,TN,1698648469
411,claveria,18.6074,121.0832,301.92,69,71,6.26,PH,1698648470
412,dongola,19.1667,30.4833,305.91,23,0,6.31,SD,1698648470
413,damara,4.9608,18.7035,299.05,83,75,1.61,CF,1698648470
414,jebrail,39.3992,47.0283,291.42,44,60,3.55,AZ,1698648470
415,turkmenabat,39.0733,63.5786,301.14,24,0,1.03,TM,1698648471
416,itoman,26.1247,127.6694,300.58,51,40,6.17,JP,1698648471
417,prince rupert,54.3161,-130.3201,278.98,86,0,4.63,CA,1698648471
418,ingeniero guillermo n. juarez,-23.9,-61.85,298.24,79,100,3.64,AR,1698648472
419,tweed heads,-28.1817,153.547,298.71,63,0,7.72,AU,1698648472
420,filadelfia,39.9523,-75.1638,287.47,94,100,4.12,US,1698648239
421,minab,27.1467,57.0801,304.47,41,0,1.82,IR,1698648472
422,muroto-misakicho,33.2833,134.15,292.27,52,2,1.52,JP,1698648472
423,easton,40.6884,-75.2207,284.48,89,100,3.09,US,1698648472
424,kapa'a,22.0752,-159.319,298.33,86,100,4.12,US,1698648472
425,young,-32.6833,-57.6333,291.76,90,88,1.47,UY,1698648473
426,tsiombe,-25.3,45.4833,304.17,34,1,2.73,MG,1698648473
427,tocache,-8.1842,-76.5125,294.72,98,100,0.37,PE,1698648473
428,mar del plata,-38.0023,-57.5575,285.42,69,97,6.71,AR,1698648453
429,mercedes,-34.6515,-59.4307,288.73,90,100,10.12,AR,1698648473
430,floro,61.5996,5.0328,278.69,44,0,5.14,NO,1698648448
431,ugoofaaru,5.6667,73.0,299.38,79,100,1.71,MV,1698648474
432,al majaridah,19.1236,41.9111,302.82,51,90,1.77,SA,1698648474
433,virginia,37.5481,-77.4467,293.33,85,0,2.06,US,1698648221
434,kaoma,-14.7833,24.8,298.61,56,50,4.68,ZM,1698648474
435,rosario do sul,-30.2583,-54.9142,292.56,92,66,2.49,BR,1698648474
436,palikir - national government center,6.9248,158.1611,298.56,89,100,1.54,FM,1698648475
437,khovd,48.0056,91.6419,279.74,46,26,1.99,MN,1698648475
438,bardai,11.65,7.2333,297.87,28,77,3.77,NG,1698648475
439,nuuk,64.1835,-51.7216,282.49,34,100,12.86,GL,1698648329
440,malango,-2.9627,119.9001,301.0,57,52,1.58,ID,1698648475
441,amga,60.8953,131.9608,265.66,89,100,2.26,RU,1698648406
442,alofi,-19.0595,-169.9187,298.09,78,4,4.63,NU,1698648475
443,bama,11.5221,13.6856,304.57,24,9,4.63,NG,1698648476
444,mhangura,-16.8939,30.1683,298.71,46,95,5.41,ZW,1698648388
445,seven pagodas,12.6264,80.1722,303.18,72,100,3.07,IN,1698648476
446,ulmeni,47.4667,23.3,287.24,69,100,2.2,RO,1698648476
447,taulaga,-11.0553,-171.0883,301.73,74,73,6.75,AS,1698648476
448,mugia,43.1041,-9.2179,285.46,76,96,9.83,ES,1698648477
449,chui,-33.6971,-53.4616,289.79,95,45,2.43,UY,1698648477
450,chirnside park,-37.7386,145.3143,292.45,78,99,0.89,AU,1698648477
451,aksu,41.1231,80.2644,292.15,22,67,0.64,CN,1698648439
452,shemordan,56.1856,50.3972,272.93,93,100,6.3,RU,1698648477
453,tshabong,-26.05,22.45,295.48,50,0,10.26,BW,1698648477
454,rabigh,22.7986,39.0349,303.58,48,0,1.26,SA,1698648477
455,tanda,26.55,82.65,303.18,33,64,2.21,IN,1698648478
456,korla,41.7597,86.1469,291.36,25,67,4.01,CN,1698648478
457,manacapuru,-3.2997,-60.6206,300.79,56,68,1.07,BR,1698648478
458,sant lluis,39.8526,4.2594,292.37,94,40,2.57,ES,1698648478
459,gao,16.6362,1.637,300.58,12,27,3.91,ML,1698648478
460,kristiansund,63.1115,7.732,272.18,80,0,1.03,NO,1698648478
461,santiago de cuba,20.0247,-75.8219,298.21,88,20,1.54,CU,1698648479
462,usman',52.0466,39.7288,278.17,77,100,2.68,RU,1698648479
463,dara,15.3484,-15.4799,300.13,75,23,2.32,SN,1698648479
464,wuwei,37.9281,102.6414,292.57,15,30,3.81,CN,1698648479
465,kendari,-3.945,122.4989,304.39,56,89,4.43,ID,1698648480
466,champerico,14.3,-91.9167,297.92,89,100,3.03,GT,1698648480
467,fort saskatchewan,53.7168,-113.2187,272.47,73,100,1.88,CA,1698648480
468,ordubad,38.9059,46.0234,293.51,47,20,2.97,AZ,1698648480
469,abepura,-2.6333,140.5833,303.6,66,20,2.06,ID,1698648480
470,cuatro cienegas de carranza,26.9833,-102.0833,283.44,90,100,5.82,MX,1698648381
471,nikolayevsk-on-amure,53.1406,140.73,274.09,71,100,1.83,RU,1698648481
472,atar,20.5169,-13.0499,298.66,18,0,0.48,MR,1698648481
473,kualakapuas,-3.0091,114.3876,307.77,42,85,3.3,ID,1698648481
474,fortuna,40.5982,-124.1573,281.66,93,0,5.66,US,1698648481
475,kerikeri,-35.2268,173.9474,290.32,95,100,0.89,NZ,1698648372
476,akersberga,59.4794,18.2997,277.07,82,100,3.71,SE,1698648482
477,chibougamau,49.9168,-74.3659,270.94,93,100,1.54,CA,1698648482
478,kose,40.21,39.6511,286.89,53,100,1.39,TR,1698648482
479,uglich,57.5275,38.3317,270.86,88,100,3.53,RU,1698648483
480,guarapari,-20.6667,-40.4975,295.74,86,100,1.77,BR,1698648484
481,flekkefjord,58.2971,6.6607,276.45,81,100,9.46,NO,1698648484
482,hirara,24.8,125.2833,300.3,54,40,6.69,JP,1698648484
483,guanica,17.9716,-66.908,299.36,63,100,3.37,PR,1698648484
484,mejit,10.2753,170.8646,301.32,83,100,9.03,MH,1698648485
485,rudnya,54.947,31.0934,279.86,97,100,7.11,RU,1698648485
486,kharp,66.8014,65.8081,260.33,96,100,0.93,RU,1698648485
487,mount gambier,-37.8333,140.7667,286.13,64,81,7.36,AU,1698648341
488,orapa,-21.2833,25.3667,295.98,51,9,10.51,BW,1698648486
489,ar rutbah,33.0381,40.2848,296.76,40,100,4.28,IQ,1698648486
490,ardesen,41.1911,40.9875,293.96,68,99,0.61,TR,1698648486
491,lubang,13.8584,120.124,302.56,73,93,6.74,PH,1698648486
492,tolanaro,-25.0319,46.9987,301.19,74,40,2.06,MG,1698648487
493,malpica,43.3228,-8.8105,285.0,79,99,7.63,ES,1698648487
494,sakakah,29.9697,40.2064,291.91,61,100,0.37,SA,1698648487
495,jianguang,28.1938,115.7836,299.68,46,0,2.23,CN,1698648489
496,anna regina,7.2644,-58.5077,300.87,82,23,4.54,GY,1698648489
497,kuantan,3.8077,103.326,306.21,62,40,0.0,MY,1698648489
498,morrope,-6.5417,-80.0111,293.21,88,96,6.46,PE,1698648489
499,benguela,-12.5763,13.4055,298.59,80,53,1.6,AO,1698648491
500,kota kinabalu,5.9749,116.0724,306.14,70,20,2.06,MY,1698648491
501,coquimbo,-29.9533,-71.3436,287.0,88,0,2.57,CL,1698648491
502,latakia,35.5148,35.7768,296.25,56,96,0.48,SY,1698648491
503,barcelos,41.5388,-8.6151,289.23,82,65,3.09,PT,1698648381
504,codrington,-38.2667,141.9667,287.56,52,8,10.43,AU,1698648388
505,pisco,-13.7,-76.2167,292.18,82,100,2.57,PE,1698648274
506,noumea,-22.2763,166.4572,295.14,60,19,2.72,NC,1698648311
507,portage la prairie,49.9728,-98.2926,264.66,94,20,4.59,CA,1698648492
508,geraldton,-28.7667,114.6,296.38,56,0,10.8,AU,1698648493
509,mossel bay,-34.1831,22.146,289.11,57,0,7.79,ZA,1698648493
510,krasnovishersk,60.4078,57.082,268.93,88,100,2.54,RU,1698648493
511,argo,37.6333,22.7333,294.7,58,0,1.59,GR,1698648493
512,santiago del torno,-17.9833,-63.3833,297.25,67,95,5.68,BO,1698648494
513,el abiodh sidi cheikh,32.893,0.5484,290.4,25,100,3.24,DZ,1698648494
514,porto novo,6.4965,2.6036,301.05,84,66,0.54,BJ,1698648494
515,ust'-kut,56.7938,105.7672,267.84,41,100,2.24,RU,1698648494
516,tranas,58.0372,14.9782,273.92,99,100,3.21,SE,1698648495
517,san francisco de la paz,14.9,-86.2,297.99,98,100,0.18,HN,1698648495
518,shalya,57.2471,58.7298,270.7,81,97,4.33,RU,1698648495
519,santa helena de goias,-17.8136,-50.5969,298.04,72,37,2.19,BR,1698648495
520,havelberg,52.8309,12.0755,284.75,91,100,0.89,DE,1698648496
521,kinkala,-4.3614,14.7644,298.55,83,99,2.6,CG,1698648497
522,khorinsk,52.1657,109.7726,271.56,30,100,2.85,RU,1698648497
523,timbuktu,16.7735,-3.0074,301.96,14,14,2.9,ML,1698648498
524,caleta de carquin,-11.0925,-77.6267,292.17,90,73,4.25,PE,1698648317
525,carolina beach,34.0352,-77.8936,293.23,96,0,3.82,US,1698648498
526,bayji,34.9311,43.487,302.59,25,100,1.81,IQ,1698648498
527,buka,40.8108,69.1986,299.86,23,78,0.71,UZ,1698648394
528,isabela,6.7085,121.9711,304.18,69,71,0.37,PH,1698648499
529,nikel,69.4128,30.222,265.25,96,100,2.14,RU,1698648499
530,berdigestyakh,62.0989,126.6992,259.65,97,49,0.83,RU,1698648500
531,kalmunai,7.4167,81.8167,302.25,69,94,2.82,LK,1698648501
532,lubbock,33.6001,-101.8338,274.29,64,75,8.75,US,1698648501
533,khandyga,62.6667,135.6,265.95,96,100,1.97,RU,1698648365
534,solnechnyy,50.7214,136.6319,277.61,67,100,2.98,RU,1698648501
535,posto fiscal rolim de moura,-13.0833,-62.2667,297.0,80,83,1.44,BR,1698648502
536,urangan,-25.3,152.9,295.2,65,97,6.96,AU,1698648502
537,minas de marcona,-15.2119,-75.1103,287.37,89,31,4.72,PE,1698648502
538,kolonia town,6.964,158.206,299.15,89,100,1.54,FM,1698648502
539,la'ie,21.6477,-157.9253,299.13,75,10,0.89,US,1698648502
540,arroyo,41.6096,-4.7969,283.23,84,75,6.69,ES,1698648503
541,durban,-29.8579,31.0292,290.66,60,99,7.75,ZA,1698648266
542,kabalo,-6.05,26.9167,300.05,70,100,1.3,CD,1698648503
543,tamiahua,21.2667,-97.45,296.52,85,0,0.69,MX,1698648503
544,viedma,-40.8135,-62.9967,282.13,36,0,6.99,AR,1698648504
545,la passe,45.5549,-0.8967,286.28,90,100,4.56,FR,1698648504
546,smithers,54.7804,-127.1743,269.33,86,75,0.0,CA,1698648504
547,campbell river,50.0163,-125.2446,276.18,77,26,1.59,CA,1698648504
548,puerto ayacucho,5.6639,-67.6236,296.68,94,100,0.93,VE,1698648505
549,zyrya,40.3661,50.2917,292.2,63,73,11.45,AZ,1698648505
550,razole,16.4833,81.8333,305.9,44,82,2.79,IN,1698648505
551,imphal,24.8167,93.95,300.1,44,20,2.06,IN,1698648505
552,tabas,33.5959,56.9244,301.63,20,50,1.0,IR,1698648506
553,vershino-darasunskiy,52.35,115.5167,268.83,23,45,1.12,RU,1698648506
554,springbok,-29.6643,17.8865,289.32,21,0,10.91,ZA,1698648506
555,villa union,23.2,-106.2333,299.77,77,1,1.0,MX,1698648506
556,shingu,33.7333,135.9833,291.84,66,0,2.48,JP,1698648506
557,fisterra,42.9049,-9.2629,285.38,73,96,9.79,ES,1698648507
558,corner brook,48.9667,-57.9484,276.24,62,80,4.54,CA,1698648307
559,newman,37.3138,-121.0208,283.31,29,6,0.75,US,1698648507
560,russkaya polyana,49.417,31.9201,287.49,56,80,6.98,UA,1698648507
561,padang,-0.9492,100.3543,300.18,83,51,2.37,ID,1698648507
562,ar rass,25.8694,43.4973,298.01,37,100,3.05,SA,1698648509
563,vilhena,-12.7406,-60.1458,297.28,66,95,1.06,BR,1698648509
564,rottingdean,50.8098,-0.0594,287.28,83,100,5.81,GB,1698648509
565,kavaratti,10.5669,72.642,301.14,71,100,2.22,IN,1698648510
566,silifke,36.3778,33.9344,300.57,35,100,1.01,TR,1698648510
